language,year,month,created_repos
"Arduino",2011,5,10
"Arduino",2011,6,7
"Arduino",2011,7,5
"Arduino",2011,8,8
"Arduino",2011,9,10
"Arduino",2011,10,20
"Arduino",2011,11,23
"Arduino",2011,12,55
"Arduino",2012,1,78
"Arduino",2012,2,98
"Arduino",2012,3,112
"Arduino",2012,4,140
"Arduino",2012,5,131
"Arduino",2012,6,154
"Arduino",2012,7,234
"Arduino",2012,8,256
"Arduino",2012,9,376
"Arduino",2012,10,191
"Arduino",2012,11,262
"Arduino",2012,12,285
"Arduino",2013,1,359
"Arduino",2013,2,512
"Arduino",2013,3,480
"Arduino",2013,4,509
"Arduino",2013,5,595
"Arduino",2013,6,597
"Arduino",2013,7,690
"Arduino",2013,8,666
"Arduino",2013,9,725
"Arduino",2013,10,843
"Arduino",2013,11,949
"Arduino",2013,12,838
"Arduino",2014,1,994
"Arduino",2014,2,1170
"Arduino",2014,3,1298
"Arduino",2014,4,1135
"Arduino",2014,5,972
"Arduino",2014,6,754
"Arduino",2014,7,912
"Arduino",2014,8,917
"Arduino",2014,9,828
"Arduino",2014,10,1052
"Arduino",2014,11,1252
"Arduino",2014,12,1566
"Arduino",2015,1,1915
"Arduino",2015,2,1896
"Arduino",2015,3,2193
"Arduino",2015,4,2158
"Arduino",2015,5,2177
"Arduino",2015,6,2037
"Arduino",2015,7,1444
"Arduino",2015,8,1491
"Arduino",2015,9,1795
"Arduino",2015,10,1875
"Arduino",2015,11,1881
"Arduino",2015,12,1946
"Arduino",2016,1,2363
"Arduino",2016,2,968
"Arduino",2016,3,634
"Arduino",2016,4,1330
"Arduino",2016,5,968
"Arduino",2016,6,1239
"Arduino",2016,7,1889
"Arduino",2016,8,1670
"Arduino",2016,9,1281
"Arduino",2016,10,2113
"Arduino",2016,11,1476
"Arduino",2016,12,3123
"Arduino",2017,1,2153
"Arduino",2017,2,3236
"Arduino",2017,3,2190
"Arduino",2017,4,1475
"ASP",2008,7,1
"ASP",2008,9,1
"ASP",2009,3,3
"ASP",2009,4,1
"ASP",2009,5,2
"ASP",2009,6,3
"ASP",2009,8,4
"ASP",2009,10,3
"ASP",2009,11,7
"ASP",2009,12,4
"ASP",2010,1,2
"ASP",2010,2,4
"ASP",2010,3,4
"ASP",2010,4,12
"ASP",2010,5,4
"ASP",2010,6,6
"ASP",2010,7,5
"ASP",2010,8,5
"ASP",2010,9,6
"ASP",2010,10,14
"ASP",2010,11,7
"ASP",2010,12,2
"ASP",2011,1,5
"ASP",2011,2,10
"ASP",2011,3,6
"ASP",2011,4,11
"ASP",2011,5,15
"ASP",2011,6,13
"ASP",2011,7,18
"ASP",2011,8,11
"ASP",2011,9,7
"ASP",2011,10,5
"ASP",2011,11,10
"ASP",2011,12,11
"ASP",2012,1,20
"ASP",2012,2,23
"ASP",2012,3,35
"ASP",2012,4,22
"ASP",2012,5,31
"ASP",2012,6,25
"ASP",2012,7,74
"ASP",2012,8,90
"ASP",2012,9,104
"ASP",2012,10,49
"ASP",2012,11,86
"ASP",2012,12,89
"ASP",2013,1,92
"ASP",2013,2,169
"ASP",2013,3,194
"ASP",2013,4,144
"ASP",2013,5,198
"ASP",2013,6,152
"ASP",2013,7,183
"ASP",2013,8,196
"ASP",2013,9,204
"ASP",2013,10,266
"ASP",2013,11,249
"ASP",2013,12,210
"ASP",2014,1,301
"ASP",2014,2,287
"ASP",2014,3,356
"ASP",2014,4,338
"ASP",2014,5,269
"ASP",2014,6,255
"ASP",2014,7,261
"ASP",2014,8,274
"ASP",2014,9,271
"ASP",2014,10,436
"ASP",2014,11,410
"ASP",2014,12,399
"ASP",2015,1,537
"ASP",2015,2,553
"ASP",2015,3,710
"ASP",2015,4,639
"ASP",2015,5,656
"ASP",2015,6,576
"ASP",2015,7,428
"ASP",2015,8,469
"ASP",2015,9,622
"ASP",2015,10,660
"ASP",2015,11,567
"ASP",2015,12,490
"ASP",2016,1,518
"ASP",2016,2,211
"ASP",2016,3,111
"ASP",2016,4,251
"ASP",2016,5,175
"ASP",2016,6,236
"ASP",2016,7,231
"ASP",2016,8,349
"ASP",2016,9,234
"ASP",2016,10,424
"ASP",2016,11,174
"ASP",2016,12,567
"ASP",2017,1,385
"ASP",2017,2,687
"ASP",2017,3,388
"ASP",2017,4,163
"AspectJ",2011,10,2
"AspectJ",2012,1,1
"AspectJ",2012,10,2
"AspectJ",2012,12,1
"AspectJ",2013,1,2
"AspectJ",2013,3,2
"AspectJ",2013,4,2
"AspectJ",2013,5,2
"AspectJ",2013,6,1
"AspectJ",2013,8,1
"AspectJ",2013,9,2
"AspectJ",2013,10,2
"AspectJ",2013,11,1
"AspectJ",2013,12,2
"AspectJ",2014,1,1
"AspectJ",2014,2,2
"AspectJ",2014,3,1
"AspectJ",2014,4,10
"AspectJ",2014,5,15
"AspectJ",2014,6,10
"AspectJ",2014,7,8
"AspectJ",2014,8,17
"AspectJ",2014,9,5
"AspectJ",2014,10,9
"AspectJ",2014,11,12
"AspectJ",2014,12,21
"AspectJ",2015,1,22
"AspectJ",2015,2,24
"AspectJ",2015,3,30
"AspectJ",2015,4,27
"AspectJ",2015,5,33
"AspectJ",2015,6,16
"AspectJ",2015,7,18
"AspectJ",2015,8,23
"AspectJ",2015,9,11
"AspectJ",2015,10,21
"AspectJ",2015,11,10
"AspectJ",2015,12,6
"AspectJ",2016,1,17
"AspectJ",2016,2,3
"AspectJ",2016,3,32
"AspectJ",2016,4,10
"AspectJ",2016,5,7
"AspectJ",2016,6,3
"AspectJ",2016,7,18
"AspectJ",2016,8,10
"AspectJ",2016,9,13
"AspectJ",2016,10,9
"AspectJ",2016,11,3
"AspectJ",2016,12,36
"AspectJ",2017,1,6
"AspectJ",2017,2,17
"AspectJ",2017,3,8
"AspectJ",2017,4,7
"Assembly",2008,5,2
"Assembly",2008,7,6
"Assembly",2008,8,2
"Assembly",2008,9,1
"Assembly",2008,10,1
"Assembly",2009,1,2
"Assembly",2009,3,1
"Assembly",2009,4,3
"Assembly",2009,6,3
"Assembly",2009,7,3
"Assembly",2009,8,3
"Assembly",2009,9,4
"Assembly",2009,10,1
"Assembly",2009,11,1
"Assembly",2009,12,6
"Assembly",2010,1,3
"Assembly",2010,2,3
"Assembly",2010,3,6
"Assembly",2010,4,9
"Assembly",2010,5,3
"Assembly",2010,6,7
"Assembly",2010,7,15
"Assembly",2010,8,11
"Assembly",2010,9,11
"Assembly",2010,10,27
"Assembly",2010,11,16
"Assembly",2010,12,25
"Assembly",2011,1,35
"Assembly",2011,2,16
"Assembly",2011,3,27
"Assembly",2011,4,35
"Assembly",2011,5,46
"Assembly",2011,6,52
"Assembly",2011,7,60
"Assembly",2011,8,35
"Assembly",2011,9,29
"Assembly",2011,10,43
"Assembly",2011,11,32
"Assembly",2011,12,33
"Assembly",2012,1,60
"Assembly",2012,2,76
"Assembly",2012,3,72
"Assembly",2012,4,386
"Assembly",2012,5,122
"Assembly",2012,6,104
"Assembly",2012,7,91
"Assembly",2012,8,146
"Assembly",2012,9,203
"Assembly",2012,10,115
"Assembly",2012,11,174
"Assembly",2012,12,134
"Assembly",2013,1,188
"Assembly",2013,2,252
"Assembly",2013,3,329
"Assembly",2013,4,241
"Assembly",2013,5,300
"Assembly",2013,6,320
"Assembly",2013,7,280
"Assembly",2013,8,306
"Assembly",2013,9,307
"Assembly",2013,10,353
"Assembly",2013,11,401
"Assembly",2013,12,377
"Assembly",2014,1,442
"Assembly",2014,2,471
"Assembly",2014,3,549
"Assembly",2014,4,491
"Assembly",2014,5,434
"Assembly",2014,6,329
"Assembly",2014,7,314
"Assembly",2014,8,278
"Assembly",2014,9,321
"Assembly",2014,10,481
"Assembly",2014,11,464
"Assembly",2014,12,563
"Assembly",2015,1,717
"Assembly",2015,2,733
"Assembly",2015,3,1046
"Assembly",2015,4,1044
"Assembly",2015,5,981
"Assembly",2015,6,796
"Assembly",2015,7,453
"Assembly",2015,8,499
"Assembly",2015,9,692
"Assembly",2015,10,745
"Assembly",2015,11,708
"Assembly",2015,12,690
"Assembly",2016,1,663
"Assembly",2016,2,613
"Assembly",2016,3,257
"Assembly",2016,4,558
"Assembly",2016,5,451
"Assembly",2016,6,516
"Assembly",2016,7,3473
"Assembly",2016,8,861
"Assembly",2016,9,655
"Assembly",2016,10,1159
"Assembly",2016,11,640
"Assembly",2016,12,1105
"Assembly",2017,1,928
"Assembly",2017,2,1407
"Assembly",2017,3,935
"Assembly",2017,4,656
"ATS",2011,3,1
"ATS",2012,8,1
"ATS",2012,12,2
"ATS",2013,4,1
"ATS",2013,7,1
"ATS",2013,10,1
"ATS",2013,11,2
"ATS",2013,12,1
"ATS",2014,1,3
"ATS",2014,2,1
"ATS",2014,4,2
"ATS",2014,5,7
"ATS",2014,6,3
"ATS",2014,7,1
"ATS",2014,8,1
"ATS",2014,9,3
"ATS",2014,11,2
"ATS",2014,12,2
"ATS",2015,1,3
"ATS",2015,2,3
"ATS",2015,3,8
"ATS",2015,4,10
"ATS",2015,5,9
"ATS",2015,7,1
"ATS",2015,8,3
"ATS",2015,9,1
"ATS",2015,10,1
"ATS",2015,11,2
"ATS",2015,12,3
"ATS",2016,1,2
"ATS",2016,2,1
"ATS",2016,3,1
"ATS",2016,5,2
"ATS",2016,8,1
"ATS",2016,10,1
"ATS",2016,12,6
"ATS",2017,1,3
"ATS",2017,2,6
"ATS",2017,3,3
"Augeas",2008,10,1
"Augeas",2009,2,2
"Augeas",2010,7,1
"Augeas",2010,11,1
"Augeas",2011,8,1
"Augeas",2011,11,2
"Augeas",2012,5,4
"Augeas",2012,6,2
"Augeas",2012,8,4
"Augeas",2012,9,3
"Augeas",2012,10,4
"Augeas",2012,11,6
"Augeas",2012,12,7
"Augeas",2013,1,1
"Augeas",2013,3,6
"Augeas",2013,4,2
"Augeas",2013,5,5
"Augeas",2013,6,6
"Augeas",2013,7,9
"Augeas",2013,8,6
"Augeas",2013,9,3
"Augeas",2013,10,4
"Augeas",2013,11,10
"Augeas",2013,12,6
"Augeas",2014,1,4
"Augeas",2014,2,9
"Augeas",2014,3,5
"Augeas",2014,4,8
"Augeas",2014,5,11
"Augeas",2014,6,8
"Augeas",2014,7,6
"Augeas",2014,8,5
"Augeas",2014,9,3
"Augeas",2014,10,1
"Augeas",2014,11,2
"Augeas",2014,12,6
"Augeas",2015,1,15
"Augeas",2015,2,4
"Augeas",2015,3,10
"Augeas",2015,4,8
"Augeas",2015,5,11
"Augeas",2015,6,6
"Augeas",2015,7,9
"Augeas",2015,8,3
"Augeas",2015,11,3
"Augeas",2015,12,4
"Augeas",2016,1,1
"Augeas",2016,2,1
"Augeas",2016,3,2
"Augeas",2016,4,2
"Augeas",2016,5,3
"Augeas",2016,6,2
"Augeas",2016,7,6
"Augeas",2016,8,3
"Augeas",2016,9,1
"Augeas",2016,10,3
"Augeas",2016,11,3
"Augeas",2016,12,2
"Augeas",2017,1,1
"Augeas",2017,2,6
"Augeas",2017,3,3
"Augeas",2017,4,1
"AutoHotkey",2009,3,1
"AutoHotkey",2009,4,3
"AutoHotkey",2009,6,4
"AutoHotkey",2009,8,3
"AutoHotkey",2009,10,1
"AutoHotkey",2010,2,1
"AutoHotkey",2010,3,1
"AutoHotkey",2010,5,1
"AutoHotkey",2010,6,1
"AutoHotkey",2010,7,2
"AutoHotkey",2010,8,1
"AutoHotkey",2010,9,1
"AutoHotkey",2010,10,1
"AutoHotkey",2011,1,3
"AutoHotkey",2011,2,2
"AutoHotkey",2011,3,3
"AutoHotkey",2011,4,4
"AutoHotkey",2011,5,10
"AutoHotkey",2011,6,2
"AutoHotkey",2011,7,3
"AutoHotkey",2011,8,7
"AutoHotkey",2011,9,10
"AutoHotkey",2011,10,16
"AutoHotkey",2011,11,15
"AutoHotkey",2011,12,11
"AutoHotkey",2012,1,12
"AutoHotkey",2012,2,21
"AutoHotkey",2012,3,44
"AutoHotkey",2012,4,48
"AutoHotkey",2012,5,36
"AutoHotkey",2012,6,20
"AutoHotkey",2012,7,35
"AutoHotkey",2012,8,52
"AutoHotkey",2012,9,30
"AutoHotkey",2012,10,27
"AutoHotkey",2012,11,34
"AutoHotkey",2012,12,41
"AutoHotkey",2013,1,45
"AutoHotkey",2013,2,45
"AutoHotkey",2013,3,62
"AutoHotkey",2013,4,67
"AutoHotkey",2013,5,62
"AutoHotkey",2013,6,70
"AutoHotkey",2013,7,69
"AutoHotkey",2013,8,88
"AutoHotkey",2013,9,68
"AutoHotkey",2013,10,95
"AutoHotkey",2013,11,102
"AutoHotkey",2013,12,82
"AutoHotkey",2014,1,96
"AutoHotkey",2014,2,77
"AutoHotkey",2014,3,98
"AutoHotkey",2014,4,84
"AutoHotkey",2014,5,94
"AutoHotkey",2014,6,49
"AutoHotkey",2014,7,71
"AutoHotkey",2014,8,79
"AutoHotkey",2014,9,72
"AutoHotkey",2014,10,71
"AutoHotkey",2014,11,55
"AutoHotkey",2014,12,86
"AutoHotkey",2015,1,139
"AutoHotkey",2015,2,125
"AutoHotkey",2015,3,158
"AutoHotkey",2015,4,128
"AutoHotkey",2015,5,120
"AutoHotkey",2015,6,159
"AutoHotkey",2015,7,84
"AutoHotkey",2015,8,129
"AutoHotkey",2015,9,100
"AutoHotkey",2015,10,123
"AutoHotkey",2015,11,123
"AutoHotkey",2015,12,123
"AutoHotkey",2016,1,112
"AutoHotkey",2016,2,62
"AutoHotkey",2016,3,64
"AutoHotkey",2016,4,91
"AutoHotkey",2016,5,59
"AutoHotkey",2016,6,115
"AutoHotkey",2016,7,122
"AutoHotkey",2016,8,134
"AutoHotkey",2016,9,104
"AutoHotkey",2016,10,137
"AutoHotkey",2016,11,109
"AutoHotkey",2016,12,187
"AutoHotkey",2017,1,131
"AutoHotkey",2017,2,218
"AutoHotkey",2017,3,146
"AutoHotkey",2017,4,125
"AutoIt",2010,11,1
"AutoIt",2010,12,1
"AutoIt",2011,4,1
"AutoIt",2011,5,1
"AutoIt",2011,12,1
"AutoIt",2012,1,3
"AutoIt",2012,2,1
"AutoIt",2012,3,2
"AutoIt",2012,4,1
"AutoIt",2012,5,1
"AutoIt",2012,6,1
"AutoIt",2012,7,1
"AutoIt",2012,8,3
"AutoIt",2012,9,2
"AutoIt",2012,10,1
"AutoIt",2012,12,6
"AutoIt",2013,1,1
"AutoIt",2013,2,3
"AutoIt",2013,3,5
"AutoIt",2013,4,6
"AutoIt",2013,5,3
"AutoIt",2013,6,5
"AutoIt",2013,7,4
"AutoIt",2013,8,8
"AutoIt",2013,9,6
"AutoIt",2013,10,1
"AutoIt",2013,11,8
"AutoIt",2013,12,25
"AutoIt",2014,1,40
"AutoIt",2014,2,68
"AutoIt",2014,3,54
"AutoIt",2014,4,40
"AutoIt",2014,5,46
"AutoIt",2014,6,34
"AutoIt",2014,7,35
"AutoIt",2014,8,39
"AutoIt",2014,9,34
"AutoIt",2014,10,35
"AutoIt",2014,11,35
"AutoIt",2014,12,48
"AutoIt",2015,1,60
"AutoIt",2015,2,79
"AutoIt",2015,3,99
"AutoIt",2015,4,147
"AutoIt",2015,5,235
"AutoIt",2015,6,117
"AutoIt",2015,7,61
"AutoIt",2015,8,48
"AutoIt",2015,9,68
"AutoIt",2015,10,82
"AutoIt",2015,11,38
"AutoIt",2015,12,60
"AutoIt",2016,1,68
"AutoIt",2016,2,40
"AutoIt",2016,3,42
"AutoIt",2016,4,48
"AutoIt",2016,5,60
"AutoIt",2016,6,86
"AutoIt",2016,7,95
"AutoIt",2016,8,90
"AutoIt",2016,9,50
"AutoIt",2016,10,59
"AutoIt",2016,11,52
"AutoIt",2016,12,96
"AutoIt",2017,1,57
"AutoIt",2017,2,96
"AutoIt",2017,3,65
"AutoIt",2017,4,46
"Awk",2008,8,1
"Awk",2009,10,1
"Awk",2010,1,3
"Awk",2011,1,1
"Awk",2011,3,1
"Awk",2011,5,2
"Awk",2011,6,2
"Awk",2011,7,2
"Awk",2011,8,2
"Awk",2011,9,2
"Awk",2011,11,1
"Awk",2011,12,2
"Awk",2012,2,2
"Awk",2012,3,2
"Awk",2012,4,3
"Awk",2012,5,2
"Awk",2012,6,1
"Awk",2012,7,5
"Awk",2012,8,4
"Awk",2012,9,4
"Awk",2012,10,2
"Awk",2012,11,6
"Awk",2012,12,3
"Awk",2013,1,4
"Awk",2013,2,9
"Awk",2013,3,12
"Awk",2013,4,12
"Awk",2013,5,22
"Awk",2013,6,24
"Awk",2013,7,12
"Awk",2013,8,12
"Awk",2013,9,14
"Awk",2013,10,26
"Awk",2013,11,27
"Awk",2013,12,24
"Awk",2014,1,26
"Awk",2014,2,19
"Awk",2014,3,42
"Awk",2014,4,24
"Awk",2014,5,20
"Awk",2014,6,21
"Awk",2014,7,14
"Awk",2014,8,11
"Awk",2014,9,13
"Awk",2014,10,22
"Awk",2014,11,18
"Awk",2014,12,28
"Awk",2015,1,31
"Awk",2015,2,39
"Awk",2015,3,36
"Awk",2015,4,30
"Awk",2015,5,26
"Awk",2015,6,39
"Awk",2015,7,22
"Awk",2015,8,26
"Awk",2015,9,19
"Awk",2015,10,27
"Awk",2015,11,20
"Awk",2015,12,24
"Awk",2016,1,39
"Awk",2016,2,14
"Awk",2016,3,9
"Awk",2016,4,22
"Awk",2016,5,13
"Awk",2016,6,21
"Awk",2016,7,27
"Awk",2016,8,26
"Awk",2016,9,24
"Awk",2016,10,24
"Awk",2016,11,24
"Awk",2016,12,45
"Awk",2017,1,28
"Awk",2017,2,55
"Awk",2017,3,25
"Awk",2017,4,21
"Batchfile",2009,5,1
"Batchfile",2010,2,1
"Batchfile",2010,4,1
"Batchfile",2010,6,1
"Batchfile",2010,7,1
"Batchfile",2010,8,2
"Batchfile",2010,9,1
"Batchfile",2010,10,1
"Batchfile",2010,11,1
"Batchfile",2011,1,1
"Batchfile",2011,2,1
"Batchfile",2011,3,3
"Batchfile",2011,4,1
"Batchfile",2011,5,1
"Batchfile",2011,6,3
"Batchfile",2011,9,1
"Batchfile",2011,10,3
"Batchfile",2011,11,4
"Batchfile",2011,12,2
"Batchfile",2012,1,2
"Batchfile",2012,2,2
"Batchfile",2012,3,3
"Batchfile",2012,4,1
"Batchfile",2012,5,3
"Batchfile",2012,6,7
"Batchfile",2012,7,7
"Batchfile",2012,8,4
"Batchfile",2012,9,5
"Batchfile",2012,10,2
"Batchfile",2012,11,4
"Batchfile",2012,12,5
"Batchfile",2013,1,8
"Batchfile",2013,2,8
"Batchfile",2013,3,10
"Batchfile",2013,4,7
"Batchfile",2013,5,5
"Batchfile",2013,6,12
"Batchfile",2013,7,11
"Batchfile",2013,8,10
"Batchfile",2013,9,15
"Batchfile",2013,10,17
"Batchfile",2013,11,15
"Batchfile",2013,12,15
"Batchfile",2014,1,25
"Batchfile",2014,2,26
"Batchfile",2014,3,20
"Batchfile",2014,4,30
"Batchfile",2014,5,22
"Batchfile",2014,6,39
"Batchfile",2014,7,36
"Batchfile",2014,8,31
"Batchfile",2014,9,67
"Batchfile",2014,10,53
"Batchfile",2014,11,41
"Batchfile",2014,12,54
"Batchfile",2015,1,57
"Batchfile",2015,2,66
"Batchfile",2015,3,101
"Batchfile",2015,4,124
"Batchfile",2015,5,327
"Batchfile",2015,6,624
"Batchfile",2015,7,395
"Batchfile",2015,8,549
"Batchfile",2015,9,526
"Batchfile",2015,10,619
"Batchfile",2015,11,482
"Batchfile",2015,12,515
"Batchfile",2016,1,570
"Batchfile",2016,2,258
"Batchfile",2016,3,222
"Batchfile",2016,4,346
"Batchfile",2016,5,306
"Batchfile",2016,6,598
"Batchfile",2016,7,702
"Batchfile",2016,8,769
"Batchfile",2016,9,649
"Batchfile",2016,10,770
"Batchfile",2016,11,946
"Batchfile",2016,12,905
"Batchfile",2017,1,651
"Batchfile",2017,2,1026
"Batchfile",2017,3,810
"Batchfile",2017,4,697
"Befunge",2016,4,1
"Bison",2009,12,1
"Bison",2010,7,1
"Bison",2012,6,1
"Bison",2012,9,1
"Bison",2012,10,1
"Bison",2013,6,2
"Bison",2013,9,1
"Bison",2013,10,2
"Bison",2014,3,3
"Bison",2014,4,1
"Bison",2014,5,1
"Bison",2014,7,3
"Bison",2014,8,5
"Bison",2014,9,3
"Bison",2014,10,4
"Bison",2014,11,24
"Bison",2014,12,202
"Bison",2015,1,32
"Bison",2015,2,32
"Bison",2015,3,70
"Bison",2015,4,45
"Bison",2015,5,46
"Bison",2015,6,15
"BitBake",2010,3,1
"BitBake",2011,5,1
"BitBake",2011,8,3
"BitBake",2011,10,1
"BitBake",2011,11,3
"BitBake",2012,2,1
"BitBake",2012,3,2
"BitBake",2012,4,2
"BitBake",2012,5,5
"BitBake",2012,6,3
"BitBake",2012,7,1
"BitBake",2012,8,2
"BitBake",2012,9,2
"BitBake",2012,10,7
"BitBake",2012,12,1
"BitBake",2013,1,3
"BitBake",2013,2,1
"BitBake",2013,4,5
"BitBake",2013,5,2
"BitBake",2013,7,4
"BitBake",2013,8,4
"BitBake",2013,9,2
"BitBake",2013,10,3
"BitBake",2013,11,4
"BitBake",2013,12,2
"BitBake",2014,1,5
"BitBake",2014,2,8
"BitBake",2014,3,2
"BitBake",2014,4,7
"BitBake",2014,5,9
"BitBake",2014,6,6
"BitBake",2014,7,7
"BitBake",2014,8,15
"BitBake",2014,9,20
"BitBake",2014,10,11
"BitBake",2014,11,9
"BitBake",2014,12,34
"BitBake",2015,1,66
"BitBake",2015,2,71
"BitBake",2015,3,79
"BitBake",2015,4,96
"BitBake",2015,5,80
"BitBake",2015,6,65
"BitBake",2015,7,55
"BitBake",2015,8,59
"BitBake",2015,9,53
"BitBake",2015,10,75
"BitBake",2015,11,60
"BitBake",2015,12,49
"BitBake",2016,1,60
"BitBake",2016,2,47
"BitBake",2016,3,70
"BitBake",2016,4,36
"BitBake",2016,5,62
"BitBake",2016,6,91
"BitBake",2016,7,86
"BitBake",2016,8,83
"BitBake",2016,9,79
"BitBake",2016,10,73
"BitBake",2016,11,88
"BitBake",2016,12,84
"BitBake",2017,1,76
"BitBake",2017,2,71
"BitBake",2017,3,117
"BitBake",2017,4,73
"BlitzBasic",2011,5,2
"BlitzBasic",2011,7,1
"BlitzBasic",2011,9,1
"BlitzBasic",2011,11,1
"BlitzBasic",2011,12,1
"BlitzBasic",2012,4,1
"BlitzBasic",2012,5,1
"BlitzBasic",2012,6,1
"BlitzBasic",2012,7,1
"BlitzBasic",2012,8,6
"BlitzBasic",2012,9,4
"BlitzBasic",2012,10,6
"BlitzBasic",2012,12,4
"BlitzBasic",2013,1,1
"BlitzBasic",2013,2,3
"BlitzBasic",2013,3,3
"BlitzBasic",2013,4,7
"BlitzBasic",2013,5,3
"BlitzBasic",2013,6,5
"BlitzBasic",2013,7,4
"BlitzBasic",2013,8,9
"BlitzBasic",2013,9,7
"BlitzBasic",2013,10,10
"BlitzBasic",2013,11,16
"BlitzBasic",2013,12,30
"BlitzBasic",2014,1,44
"BlitzBasic",2014,2,49
"BlitzBasic",2014,3,75
"BlitzBasic",2014,4,36
"BlitzBasic",2014,5,45
"BlitzBasic",2014,6,34
"BlitzBasic",2014,7,21
"BlitzBasic",2014,8,27
"BlitzBasic",2014,9,22
"BlitzBasic",2014,10,17
"BlitzBasic",2014,11,33
"BlitzBasic",2014,12,26
"BlitzBasic",2015,1,3
"BlitzBasic",2015,2,5
"BlitzBasic",2015,3,1
"BlitzBasic",2015,4,3
"BlitzBasic",2015,5,5
"BlitzBasic",2015,6,1
"BlitzBasic",2015,7,11
"BlitzBasic",2015,8,2
"BlitzBasic",2015,9,3
"BlitzBasic",2015,10,1
"BlitzBasic",2015,11,3
"BlitzBasic",2015,12,1
"BlitzBasic",2016,1,2
"BlitzBasic",2016,2,1
"BlitzBasic",2016,3,2
"BlitzBasic",2016,4,2
"BlitzBasic",2016,5,1
"BlitzBasic",2016,6,1
"BlitzBasic",2016,7,1
"BlitzBasic",2016,8,2
"BlitzBasic",2016,9,1
"BlitzBasic",2016,10,6
"BlitzBasic",2016,11,1
"BlitzBasic",2016,12,2
"BlitzBasic",2017,1,1
"BlitzMax",2009,3,1
"BlitzMax",2011,5,1
"BlitzMax",2012,1,2
"BlitzMax",2012,4,1
"BlitzMax",2012,7,1
"BlitzMax",2012,8,1
"BlitzMax",2012,11,1
"BlitzMax",2013,7,1
"BlitzMax",2013,12,1
"BlitzMax",2014,2,2
"BlitzMax",2014,3,2
"BlitzMax",2014,4,2
"BlitzMax",2014,7,3
"BlitzMax",2014,8,4
"BlitzMax",2014,9,9
"BlitzMax",2014,10,3
"BlitzMax",2014,11,1
"BlitzMax",2014,12,4
"BlitzMax",2015,1,2
"BlitzMax",2015,2,3
"BlitzMax",2015,3,5
"BlitzMax",2015,4,2
"BlitzMax",2015,6,11
"BlitzMax",2015,7,6
"BlitzMax",2015,8,1
"BlitzMax",2015,9,2
"BlitzMax",2015,10,2
"BlitzMax",2015,11,5
"BlitzMax",2016,1,10
"BlitzMax",2016,2,1
"BlitzMax",2016,3,1
"BlitzMax",2016,4,1
"BlitzMax",2016,6,3
"BlitzMax",2016,7,3
"BlitzMax",2016,8,2
"BlitzMax",2016,9,38
"BlitzMax",2016,10,3
"BlitzMax",2016,11,2
"BlitzMax",2016,12,4
"BlitzMax",2017,1,6
"BlitzMax",2017,2,4
"BlitzMax",2017,3,2
"BlitzMax",2017,4,1
"Bluespec",2011,3,1
"Bluespec",2013,2,1
"Bluespec",2013,8,1
"Bluespec",2013,10,1
"Bluespec",2014,3,3
"Bluespec",2014,4,1
"Bluespec",2014,5,3
"Bluespec",2014,6,1
"Bluespec",2014,7,9
"Bluespec",2014,8,7
"Bluespec",2014,9,1
"Bluespec",2014,10,5
"Bluespec",2014,11,5
"Bluespec",2014,12,7
"Bluespec",2015,1,6
"Bluespec",2015,2,15
"Bluespec",2015,3,2
"Bluespec",2015,4,2
"Bluespec",2015,5,12
"Bluespec",2015,6,2
"Bluespec",2015,8,2
"Bluespec",2015,9,2
"Bluespec",2015,10,2
"Bluespec",2015,12,4
"Bluespec",2016,1,2
"Bluespec",2016,2,4
"Bluespec",2016,3,1
"Bluespec",2016,4,5
"Bluespec",2016,5,3
"Bluespec",2016,7,8
"Bluespec",2016,8,3
"Bluespec",2016,9,3
"Bluespec",2016,10,3
"Bluespec",2016,11,2
"Bluespec",2016,12,4
"Bluespec",2017,1,4
"Bluespec",2017,2,2
"Bluespec",2017,3,2
"Bluespec",2017,4,1
"Boo",2009,9,1
"Boo",2009,10,1
"Boo",2009,11,5
"Boo",2009,12,1
"Boo",2010,4,7
"Boo",2010,5,3
"Boo",2010,6,2
"Boo",2010,8,5
"Boo",2010,9,4
"Boo",2010,10,3
"Boo",2010,11,3
"Boo",2010,12,2
"Boo",2011,2,1
"Boo",2011,4,5
"Boo",2011,5,1
"Boo",2011,6,2
"Boo",2011,7,1
"Boo",2011,8,3
"Boo",2011,10,1
"Boo",2011,11,1
"Boo",2011,12,1
"Boo",2012,1,2
"Boo",2012,3,2
"Boo",2012,4,2
"Boo",2012,5,3
"Boo",2012,6,2
"Boo",2012,7,1
"Boo",2012,8,9
"Boo",2012,9,4
"Boo",2012,10,6
"Boo",2012,11,2
"Boo",2012,12,2
"Boo",2013,1,1
"Boo",2013,2,2
"Boo",2013,3,4
"Boo",2013,4,2
"Boo",2013,5,7
"Boo",2013,6,2
"Boo",2013,7,4
"Boo",2013,8,1
"Boo",2013,9,4
"Boo",2013,10,6
"Boo",2013,11,4
"Boo",2013,12,5
"Boo",2014,1,7
"Boo",2014,2,22
"Boo",2014,3,3
"Boo",2014,4,7
"Boo",2014,5,1
"Boo",2014,6,1
"Boo",2014,7,3
"Boo",2014,8,6
"Boo",2014,9,1
"Boo",2014,10,7
"Boo",2014,11,3
"Boo",2014,12,19
"Boo",2015,1,6
"Boo",2015,3,6
"Boo",2015,4,1
